Coordenadas_inicio,Coordenadas_fin,Minutos
"[39.40214014636432, -0.40106937272639037]","[39.429663098935194, -0.4206060498912635]",17.262204204204203
"[39.44466380047614, -0.39083922056236]","[39.4744607650712, -0.398451324226505]",12.50517717717718
"[39.47382737986521, -0.363175701762757]","[39.44472739460778, -0.376970446735985]",14.97732132132132
"[39.4835674873126, -0.3651773964770633]","[39.425024769433676, -0.39073970217350484]",27.176216216216215
"[39.450624327551544, -0.3907274241735823]","[39.492455719247424, -0.38297086712497314]",16.78663963963964
"[39.452481396593164, -0.3954176717713275]","[39.478307844341636, -0.41516226914417786]",12.561447447447447
"[39.47568585152798, -0.36480499257487825]","[39.4995330612083, -0.41901557515422644]",19.85397897897898
"[39.50055429456287, -0.41750436375971806]","[39.527077830580765, -0.383352772756714]",25.515756756756755
"[39.44333684911802, -0.39875462559091224]","[39.50311235955242, -0.35813333422606775]",39.179558558558554
"[39.49342191478942, -0.38911837134719757]","[39.458574268125666, -0.39694193307871334]",14.753498498498498
"[39.45258780210214, -0.39892189302065967]","[39.480962496625615, -0.35208387392127705]",20.15175375375375
"[39.46887131200958, -0.38083173420401134]","[39.42978726214452, -0.38867343556270645]",19.16221021021022
"[39.447903714527214, -0.3692617355797282]","[39.48952319185241, -0.395504981001536]",19.565744744744734
"[39.49351360326502, -0.3594341590693522]","[39.49296895150871, -0.41101151053938595]",21.2500990990991
"[39.46421260969395, -0.33659025138060356]","[39.49794867936653, -0.3472538040532035]",15.965054054054054
"[39.48491206598448, -0.37583368957214935]","[39.45965183157766, -0.33470544130994073]",16.489291291291288
"[39.51055864305087, -0.4197717520763809]","[39.510128250682236, -0.47043776105403246]",22.917132132132128
"[39.47443662890756, -0.351281210628866]","[39.459335896926284, -0.3789475720420206]",10.531003003003002
"[39.494913763559595, -0.36396598522077556]","[39.4711488886069, -0.41771695184168334]",19.511486486486493
"[39.47852233034718, -0.36625806789067844]","[39.46652127084929, -0.33332824658799526]",11.270786786786784
"[39.52510060769242, -0.40997702524986734]","[39.51462130517468, -0.46319900128482355]",19.271858858858863
"[39.431224264224085, -0.39287910736843806]","[39.45429196241946, -0.4069038209361001]",13.221726726726727
"[39.51841136745117, -0.4162455322684103]","[39.5023412406291, -0.4421348841582437]",13.708588588588588
"[39.471511510085065, -0.3440319963295681]","[39.48517646411301, -0.3805419828656678]",12.49333033033033
"[39.45949148499849, -0.36684531977644624]","[39.46488071033012, -0.3318038728474148]",12.655198198198201
"[39.490004843319426, -0.34389901865950456]","[39.44472739460778, -0.376970446735985]",25.113933933933932
"[39.520354883100914, -0.3823813023898498]","[39.45170689298975, -0.33480705664630933]",33.10487087087087
"[39.492494994889135, -0.3487725859687493]","[39.52270848175694, -0.3780426574663565]",32.81785585585587
"[39.46510132255713, -0.3371634323130311]","[39.489803739115224, -0.38938811580921634]",18.258642642642645
"[39.42328865485234, -0.3927040761253621]","[39.46719836764547, -0.36274194392616954]",26.178702702702708
"[39.5170847034575, -0.4644703565516085]","[39.513686970267734, -0.41275744188814517]",21.50266066066066
"[39.48356156163889, -0.3640571248171622]","[39.46921512499376, -0.32731747812165096]",13.067939939939938
"[39.446640311167734, -0.33682214801091215]","[39.46726737457161, -0.3796746918789417]",17.564096096096094
"[39.478663194484234, -0.3916135360363927]","[39.455714382427004, -0.37807760123425754]",13.390900900900904
"[39.47592075611467, -0.3680634869340867]","[39.43082328429622, -0.3945818798763062]",21.27682882882882
"[39.4901185224302, -0.3740273627218122]","[39.46527211089486, -0.3968053603006376]",13.15958258258259
"[39.5245857111987, -0.3834139948423082]","[39.46888697843493, -0.34614956356273824]",25.467324324324306
"[39.44746457328697, -0.36815426417801744]","[39.526155204062505, -0.38605672535783525]",31.9425015015015
"[39.46019282419554, -0.3768648008866479]","[39.45342467568813, -0.32950390054565853]",15.031357357357356
"[39.505086705420226, -0.3536326291745793]","[39.50343885213108, -0.4172963742205847]",47.34348348348352
"[39.46649567863715, -0.36132067554782893]","[39.49395545070226, -0.3949930414889643]",14.265438438438434
"[39.401598412785496, -0.4123049058908702]","[39.42974899834642, -0.4278204736260098]",15.051900900900902
"[39.52900669714215, -0.39130645874789555]","[39.46529575955172, -0.388996450886837]",26.59586186186187
"[39.465906445576124, -0.36476815796916023]","[39.4439083237973, -0.39330606949988683]",14.137744744744744
"[39.50985734992822, -0.4174645574002854]","[39.50350760929873, -0.4543664725979013]",21.037780780780786
"[39.45887151181061, -0.383251305145456]","[39.468448947706165, -0.3500470946670726]",12.020906906906907
"[39.48720187975511, -0.3599355338942804]","[39.462463683926934, -0.38195070272278875]",13.428453453453452
"[39.47212847821168, -0.34089962864679635]","[39.49208109626654, -0.3853178791580889]",15.80948648648649
"[39.48092889626033, -0.3896119407814517]","[39.41289008772117, -0.39085688951134967]",27.691168168168176
"[39.47359441180709, -0.3452930063272659]","[39.48619686090554, -0.3905377441558523]",14.856225225225227
"[39.46568022957163, -0.3857688007822025]","[39.50135488169062, -0.3916930169128661]",14.149534534534531
"[39.49752705971977, -0.3773372715562935]","[39.44919557288478, -0.34471194947360534]",21.42523123123123
"[39.45845830048031, -0.36711739668539783]","[39.492394895218936, -0.38199724226633763]",16.736036036036033
"[39.487288123748414, -0.3832181679770428]","[39.449185384292505, -0.3792958926894825]",17.928348348348347
"[39.494099377354736, -0.3809997744081264]","[39.50379608854743, -0.4176191759096192]",15.783984984984988
"[39.48516468020102, -0.45533247427216234]","[39.47110431586761, -0.42914938606915487]",48.32071771771771
"[39.498905565224426, -0.3841868839615825]","[39.44817990438484, -0.39073184374032055]",21.754318318318322
"[39.452624359850056, -0.337056641698475]","[39.473758902168484, -0.38451521875501055]",19.53014714714714
"[39.4804036309514, -0.36071212548204834]","[39.46981319144574, -0.3949312582398022]",13.926324324324328
"[39.458676924060185, -0.39623827840459325]","[39.4876821279708, -0.37581516850599606]",13.597063063063063
"[39.498769162540796, -0.35135969415669066]","[39.473019540560315, -0.39410653572609006]",33.9211921921922
"[39.46978920703238, -0.3935373454379222]","[39.42047417367304, -0.3861624093790797]",20.491537537537546
"[39.49698981525638, -0.3841516975667278]","[39.462252421006674, -0.3980125736693793]",15.026897897897902
"[39.429332175698626, -0.38878254354566605]","[39.486639434533735, -0.39035245924279677]",25.41927627627627
"[39.499521479878474, -0.35291111363678346]","[39.47375623102841, -0.3453705232537697]",21.02832132132132
"[39.45887151181061, -0.383251305145456]","[39.46795162678777, -0.3522177728675739]",11.213462462462457
"[39.504286058804766, -0.422410360472322]","[39.46887194318101, -0.3561330876619622]",26.623858858858867
"[39.47207258967945, -0.3344754722760116]","[39.471330991765214, -0.4161854438143913]",24.2442972972973
"[39.47052616013227, -0.36666510574163946]","[39.494683699249094, -0.3870863073417495]",13.26354954954955
"[39.425442589875566, -0.39966401379356]","[39.465906445576124, -0.36476815796916023]",26.347864864864864
"[39.45003660202663, -0.39062876956185044]","[39.468378566081455, -0.3482733574778245]",16.740069069069072
"[39.48222915246513, -0.3579872846197205]","[39.52906376427173, -0.3895961516613906]",21.30839639639639
"[39.50029445845267, -0.34711602186432244]","[39.45965183157766, -0.33470544130994073]",20.641114114114128
"[39.49583780898948, -0.38283686515904214]","[39.44610899679654, -0.3961807338183185]",19.988051051051063
"[39.465360123210566, -0.366855413866582]","[39.52052760344113, -0.387615329474106]",23.622333333333334
"[39.50381543918045, -0.3519253094319992]","[39.47726520283211, -0.38520473975488967]",35.22460660660661
"[39.47145589781713, -0.39268913763513213]","[39.466069511158864, -0.3361063003127186]",17.86353153153153
"[39.46712185776509, -0.35972610721332005]","[39.45312296036288, -0.3877203810903734]",12.916261261261269
"[39.49677439391052, -0.35980211012813534]","[39.47034181430874, -0.3359498248629315]",13.21488288288288
"[39.47556687765368, -0.38318034825339164]","[39.47418148560108, -0.35743026181811227]",10.113870870870871
"[39.46757568865017, -0.3882486943264402]","[39.46754163886071, -0.32799860702600087]",18.39822522522523
"[39.492348202502214, -0.3758831177189978]","[39.46060289018614, -0.3829436065187994]",14.933246246246247
"[39.48280145137086, -0.3887293721384602]","[39.44810504310105, -0.37645537820530045]",15.924399399399402
"[39.456930273268405, -0.3720333009929278]","[39.48517646411301, -0.3805419828656678]",13.027930930930932
"[39.473876955792974, -0.3451101317234027]","[39.48835172922395, -0.3720929283961626]",10.27725225225225
"[39.463554376349904, -0.463691544605702]","[39.48904357769176, -0.4497453011496725]",51.8377807807808
"[39.52279603746818, -0.47078286835372274]","[39.514841154267124, -0.418267466912297]",19.896720720720726
"[39.426700448206, -0.3881109696042911]","[39.49159232683486, -0.3623503514974796]",31.922789789789775
"[39.47648919670198, -0.3468199510527319]","[39.493234813866415, -0.37748556172134423]",11.831537537537539
"[39.52511445060974, -0.38775653454989]","[39.47102277263202, -0.34439755222231505]",25.423408408408395
"[39.431224264224085, -0.39287910736843806]","[39.45677633366987, -0.39723989351276073]",12.809192192192196
"[39.4953769023298, -0.34643765531281545]","[39.48321379153044, -0.3570850630068154]",21.76621021021021
"[39.449127710769574, -0.39602824840563167]","[39.492394895218936, -0.38199724226633763]",17.875669669669666
"[39.459688175003386, -0.4640822022375271]","[39.48396362922914, -0.4613486424696622]",16.38045945945946
"[39.505678496885075, -0.4212369510872991]","[39.518680337269394, -0.4626243132763161]",26.22752252252252
"[39.44856083990475, -0.3380627879520241]","[39.527398851460845, -0.38727636939500687]",37.13876576576577
"[39.483557218026945, -0.4008136399590659]","[39.4863504325963, -0.35567162008361564]",14.30122822822823
"[39.47265333175209, -0.39317707804623164]","[39.503342854086206, -0.418151681012747]",15.315498498498501
"[39.47070003464235, -0.421920087396186]","[39.47491847557287, -0.34811555697808033]",22.190075075075082
"[39.4857968771275, -0.37506254831805586]","[39.4953769023298, -0.34643765531281545]",17.200264264264263
"[39.45989721995117, -0.38359034558569854]","[39.46588364241705, -0.34731672425541354]",12.883642642642638
"[39.47937406770699, -0.3871619787506055]","[39.47034181430874, -0.3359498248629315]",16.35331231231231
"[39.46375433245889, -0.39542394791509455]","[39.49395545070226, -0.3949930414889643]",12.193339339339339
"[39.46533766444171, -0.3655052950611529]","[39.49614790524433, -0.3741420418961582]",13.3101021021021
"[39.4774808906852, -0.38226532299462374]","[39.520354883100914, -0.3823813023898498]",16.991732732732732
"[39.44923093683179, -0.3304935704398634]","[39.46038320474362, -0.36421453450124164]",12.832861861861865
"[39.42155197572792, -0.3894146529122154]","[39.4521303687188, -0.3966656000590928]",17.333345345345347
"[39.465246120997044, -0.37159782358793875]","[39.44518553324093, -0.39117340128267186]",11.920645645645646
"[39.482253627443164, -0.36477843772195634]","[39.45129279176826, -0.3908681664198626]",14.82088288288288
"[39.52650615617204, -0.37818971053736483]","[39.49578447372006, -0.35486231467153556]",34.088093093093086
"[39.47234479356547, -0.4235050334117911]","[39.47952680097985, -0.3670063674172821]",19.32145645645646
"[39.49126722059079, -0.37617751018965095]","[39.47256229438904, -0.3389019590900288]",13.364402402402401
"[39.48303443350341, -0.41669399482824054]","[39.511023071325866, -0.37602876295056664]",26.69458258258259
"[39.49358821842114, -0.38163218363866425]","[39.46513145166688, -0.3939024886788914]",12.343495495495496
"[39.493233863391495, -0.34781948270848806]","[39.419170644350785, -0.3940896289288068]",45.68584984984986
"[39.4953769023298, -0.34643765531281545]","[39.474475193203524, -0.36142433461152706]",22.79184084084084
"[39.468839307675196, -0.3431164176081986]","[39.47281020460649, -0.3973617958233817]",17.678240240240243
"[39.49358821842114, -0.38163218363866425]","[39.448602176956136, -0.4020923639530696]",19.016420420420427
"[39.47359441180709, -0.3452930063272659]","[39.47267097383414, -0.4209128723806007]",22.887246246246246
"[39.503342854086206, -0.418151681012747]","[39.527837918503046, -0.389428270838766]",28.603213213213216
"[39.5080651407288, -0.46808529697210755]","[39.50736884670022, -0.41748881322536213]",25.24095195195196
"[39.527464250455104, -0.3889009606286629]","[39.421952905246464, -0.383299316001024]",43.502267267267236
"[39.46748108680007, -0.3929416145034403]","[39.49199742538856, -0.38216103469708956]",12.127486486486486
"[39.45647607204995, -0.37234539076568657]","[39.420510542375226, -0.39166633266684897]",18.125399399399402
"[39.51049850764211, -0.4119550522943939]","[39.50222725710415, -0.4457872664991001]",16.59145045045045
"[39.47034181430874, -0.3359498248629315]","[39.52060302927192, -0.3988859081899518]",25.847744744744748
"[39.516613978735144, -0.4634063456550379]","[39.518513295551465, -0.4244531671812802]",15.672633633633632
"[39.45312296036288, -0.3877203810903734]","[39.4814953845801, -0.38309108132488934]",10.59554354354354
"[39.489232356680176, -0.39375485590156845]","[39.46397301220256, -0.3542090817606889]",16.058411411411416
"[39.504772238890375, -0.4208523227586796]","[39.488405070288756, -0.3703921348143533]",19.2349009009009
"[39.48018039449585, -0.4570179831132539]","[39.47110431586761, -0.42914938606915487]",12.295735735735736
"[39.478812827525864, -0.36265195028808]","[39.466183660923896, -0.3331241781942545]",10.44232132132132
"[39.476553983607246, -0.3339936352975658]","[39.465198890670855, -0.37597594387588945]",14.588285285285286
"[39.51520026706789, -0.46523414886245634]","[39.50286073706087, -0.4133657244160156]",24.19086486486487
"[39.50865535896952, -0.438842593708946]","[39.511636324300646, -0.4174738564882694]",13.426651651651651
"[39.49823946708699, -0.36920517652212226]","[39.466133458482304, -0.38056556061531066]",15.498114114114108
"[39.5069291786805, -0.4171568796055183]","[39.50799907982595, -0.4339650307724733]",13.488639639639642
"[39.49834131684856, -0.3877999775569046]","[39.47651942933307, -0.3726438750462938]",10.548207207207206
"[39.45766425979969, -0.3799260633290485]","[39.45406502135107, -0.40099750307940885]",10.751246246246247
"[39.45766425979969, -0.3799260633290485]","[39.441928183497104, -0.413522054968246]",17.33585885885886
"[39.489708757694494, -0.36330430724063856]","[39.45845760638098, -0.3664120821361347]",12.613303303303304
"[39.494170583382356, -0.38823092356034555]","[39.44790619379731, -0.40056212538209973]",18.949690690690698
"[39.47270066735101, -0.41747044095771096]","[39.49351360326502, -0.3594341590693522]",19.347669669669678
"[39.5225260134407, -0.4194632655479756]","[39.49445681435048, -0.4425367132373648]",18.01807207207207
"[39.4546277567817, -0.3853540272949693]","[39.47634109820558, -0.3592544287587585]",13.29796396396397
"[39.44793669042311, -0.3368297913365385]","[39.472944713869055, -0.33893725112299466]",12.85915015015015
"[39.49716131473106, -0.3945478733861425]","[39.46529655237911, -0.3838147212502429]",12.957864864864868
"[39.50002785155895, -0.4195129310022061]","[39.4835674873126, -0.3651773964770633]",20.65660060060061
"[39.500437685101076, -0.34111385630450014]","[39.417475534651835, -0.3929737871876017]",44.58699699699703
"[39.478584241627594, -0.3639126519956423]","[39.48139090628875, -0.39808165729783507]",12.595891891891894
"[39.525355756750315, -0.3923364706575807]","[39.46128134904798, -0.40656766580767606]",27.341411411411414
"[39.470387193579406, -0.34405045630178427]","[39.47939649928545, -0.3771206771992797]",15.755726726726724
"[39.467870359409915, -0.39190293909769613]","[39.4688982429633, -0.34293925446271484]",15.207750750750757
"[39.472347470551284, -0.36079258058876723]","[39.450056764699795, -0.3945368856748323]",15.148978978978985
"[39.44670790386613, -0.3719348726298641]","[39.44790619379731, -0.40056212538209973]",10.70306006006006
"[39.48999743632666, -0.3955809256894459]","[39.51620435615346, -0.38187331153324877]",12.894444444444444
"[39.47561664889307, -0.424571547967748]","[39.45574617209066, -0.38002885197298164]",17.302921921921918
"[39.44493714706545, -0.37285416302701224]","[39.50203089262658, -0.3577506418247734]",34.82678678678678
"[39.460642491228015, -0.39035809441122954]","[39.489637183332306, -0.391198619870946]",11.451585585585585
"[39.49701478761658, -0.4459913362102536]","[39.510069159519205, -0.4222922534772599]",18.15006906906908
"[39.46294107954651, -0.3730121359646536]","[39.474414843838815, -0.42223168564189206]",15.480591591591594
"[39.487122284741645, -0.3845205119803706]","[39.45965183157766, -0.33470544130994073]",17.710375375375374
"[39.50202354196938, -0.4167180385400512]","[39.41644479268144, -0.3847388022288718]",35.462897897897896
"[39.461211954344705, -0.40679192387813434]","[39.4393971856828, -0.3304827261420491]",31.660609609609615
"[39.45632640965879, -0.36397071442104295]","[39.48351988352361, -0.38327538652664445]",13.941945945945948
"[39.497488737943975, -0.3844297624409788]","[39.46636963582915, -0.3521521128612406]",16.293549549549553
"[39.468378566081455, -0.3482733574778245]","[39.458574268125666, -0.39694193307871334]",16.261915915915917
"[39.46670232623589, -0.3519021125437256]","[39.49563113028203, -0.3483420657423635]",17.05446246246246
"[39.45989721995117, -0.38359034558569854]","[39.41897240881172, -0.3849997025676582]",16.68403303303304
"[39.401598412785496, -0.4123049058908702]","[39.42947111296395, -0.42518265349266754]",14.862390390390386
"[39.4898791734538, -0.3507289259061567]","[39.49586465434855, -0.39289807131154253]",12.555534534534534
"[39.51575111020065, -0.41741495391958094]","[39.515849264032546, -0.45993515488567466]",17.675840840840845
"[39.48720187975511, -0.3599355338942804]","[39.50282893615959, -0.41604354486454376]",22.909648648648652
"[39.4981920339452, -0.41636809060469243]","[39.45593353392755, -0.3387516902686999]",31.019762762762763
"[39.50756643692093, -0.4163580005403174]","[39.50993243469007, -0.4683461861015982]",24.514318318318313
"[39.51449216488999, -0.4152497088566097]","[39.50719364754193, -0.46473132273111273]",31.822339339339347
"[39.50729623861108, -0.4142377736745298]","[39.49445681435048, -0.4425367132373648]",19.30585885885886
"[39.477339157093276, -0.4124619911047877]","[39.489708757694494, -0.36330430724063856]",19.21314114114114
"[39.482859059597686, -0.3870198562402659]","[39.47679696739808, -0.3462473060000242]",14.15312012012012
"[39.523923862910536, -0.41698504854508794]","[39.51567852068964, -0.47329011540304805]",22.8096006006006
"[39.50207035210995, -0.41878690314414563]","[39.45087667643759, -0.33858323658989325]",34.389372372372385
"[39.47556687765368, -0.38318034825339164]","[39.470874075093796, -0.34808508301971625]",13.476615615615618
"[39.44640904297147, -0.39855094905488336]","[39.46554430362765, -0.36972552811099374]",12.841423423423423
"[39.4933593535815, -0.3643861896509738]","[39.46221681203495, -0.37824417102747343]",14.084243243243245
"[39.46392994595537, -0.39563228096529657]","[39.41342619134825, -0.39407635789493384]",24.270333333333344
"[39.4514828546461, -0.39662460727673743]","[39.49347170983671, -0.3954187896466886]",18.0895045045045
"[39.476641770469044, -0.3971593434823827]","[39.5221181558275, -0.3868584457434771]",20.362993993993992
"[39.47256229438904, -0.3389019590900288]","[39.46090000474517, -0.3811706433574416]",16.399903903903905
"[39.452229137204235, -0.3370046340664596]","[39.500437685101076, -0.34111385630450014]",24.597138138138135
"[39.47418148560108, -0.35743026181811227]","[39.44986902404541, -0.39077000991567484]",15.652975975975975
"[39.48517646411301, -0.3805419828656678]","[39.461151620587394, -0.39827945212365146]",12.049630630630633
"[39.465521152725664, -0.3739509296146712]","[39.494170583382356, -0.38823092356034555]",12.424582582582584
"[39.51653778277924, -0.41749264484831344]","[39.52298837596987, -0.46192374677604287]",18.669045045045035
"[39.426087411404325, -0.3917914274362312]","[39.4506024492486, -0.33539453873219194]",25.095273273273275
"[39.47284681307731, -0.4195130340807411]","[39.4963022118653, -0.38726767057187955]",16.283357357357357
"[39.465521152725664, -0.3739509296146712]","[39.49618706632511, -0.35290292377885435]",22.97729729729729
"[39.4989256237106, -0.35500960546582977]","[39.456930273268405, -0.3720333009929278]",31.105207207207215
"[39.458676924060185, -0.39623827840459325]","[39.48389328376311, -0.36277831284378864]",15.571096096096092
"[39.48696726767401, -0.3856105813982973]","[39.509403905671505, -0.3734025358878188]",15.441492492492493
"[39.482345492399446, -0.38265081064762374]","[39.4546277567817, -0.3853540272949693]",11.863414414414413
"[39.451731586404904, -0.39468116840747564]","[39.46670232623589, -0.3519021125437256]",14.291150150150148
"[39.46257345888297, -0.3822991446795936]","[39.49922716889971, -0.3880005541018789]",15.295330330330334
"[39.51710896738772, -0.46844852167440293]","[39.513534972375574, -0.4140971090330825]",23.206702702702703
"[39.456930273268405, -0.3720333009929278]","[39.425818253695844, -0.3871747389643665]",15.729090090090091
"[39.462161275868645, -0.36607259973406914]","[39.50674503842575, -0.4260311171558607]",25.649516516516517
"[39.491869329240096, -0.3728590631341861]","[39.48539047478447, -0.4171337663561566]",18.727792792792794
"[39.48963918605085, -0.39393744931932817]","[39.469594369562074, -0.3409159124840333]",17.437381381381385
"[39.45515096745704, -0.37555447177159884]","[39.48256920471061, -0.3616577605805854]",12.984933933933933
"[39.47800924988529, -0.3592446287773538]","[39.495054842616945, -0.3497790450072617]",13.909867867867865
"[39.49183250374502, -0.3722261978160176]","[39.528735491720106, -0.38487558674985933]",15.109918918918918
"[39.453744278980416, -0.37750546627511117]","[39.46630452198109, -0.3390191734890607]",14.456309309309313
"[39.46782155666278, -0.3844613062222706]","[39.440612648169356, -0.3354253221515609]",26.076483483483493
"[39.46100601607999, -0.3487311039045145]","[39.42155197572792, -0.3894146529122154]",21.782723723723727
"[39.47045846198583, -0.32917627342957323]","[39.45633875807261, -0.3883396257000401]",20.98130330330331
"[39.451234685444895, -0.3735178491786743]","[39.4873601593719, -0.3702179829089495]",17.945132132132134
"[39.45257777646837, -0.3874240297954478]","[39.501806282785154, -0.38548254831371065]",19.939240240240238
"[39.46714629503644, -0.3552341937505969]","[39.460899346923526, -0.40433481357196005]",18.838681681681678
"[39.474149075894644, -0.3259482674202578]","[39.500424572496705, -0.392029008699707]",23.58364264264264
"[39.456248199087376, -0.400844119866383]","[39.44144131312338, -0.39546674151072575]",10.3158978978979
"[39.46480542392274, -0.3421135922216308]","[39.50934310248573, -0.3725401918709759]",28.172006006006015
"[39.46588364241705, -0.34731672425541354]","[39.50203089262658, -0.3577506418247734]",25.026585585585583
"[39.46297791859701, -0.3424787132288835]","[39.45486442333416, -0.4048071141179854]",21.229387387387398
"[39.493310714525286, -0.3688898102279956]","[39.46019282419554, -0.3768648008866479]",14.443006006006003
"[39.46718946451829, -0.4199613027148308]","[39.47374696096664, -0.33609090006403963]",25.653198198198208
"[39.46028416441768, -0.37235344282726884]","[39.45959216230556, -0.4015514798484138]",10.977228228228233
"[39.48091003448286, -0.35997751984256793]","[39.44852022518489, -0.3349657243695018]",17.287609609609614
"[39.46876594746209, -0.344979494793294]","[39.50366883496066, -0.3740115618616415]",18.30704804804805
"[39.51715309684856, -0.4123732106743103]","[39.518488643825975, -0.47266890340804324]",23.486987987987984
"[39.48560196070814, -0.39501486008552605]","[39.44856319385922, -0.34122301546216655]",24.29675975975976
"[39.44472854707506, -0.3308691150909417]","[39.42148969344809, -0.40189099764578484]",30.227030030030033
"[39.49677439391052, -0.35980211012813534]","[39.4782994619006, -0.3793456639465195]",11.993213213213215
"[39.44766490657624, -0.3362637026620829]","[39.478105398195645, -0.3622945180129915]",16.92536336336336
"[39.524227308839116, -0.38154257065289]","[39.49946211697652, -0.35254811570213596]",34.476339339339326
"[39.4566498769642, -0.3953462002614446]","[39.493348634151495, -0.3793964108572074]",15.278696696696697
"[39.47518077894921, -0.32670928220372897]","[39.46028416441768, -0.37235344282726884]",15.872333333333337
"[39.474475193203524, -0.36142433461152706]","[39.520496095369765, -0.3850747543748364]",18.32866666666667
"[39.44762264402125, -0.33089149631046144]","[39.4875393683902, -0.37158524325389586]",21.522909909909917
"[39.449956327618246, -0.4018010863385486]","[39.49750235918284, -0.34750392417790027]",31.27161561561562
"[39.468901999841016, -0.35436849333560294]","[39.44144131312338, -0.39546674151072575]",19.340594594594585
"[39.463602213075745, -0.46315464642860976]","[39.461750508346746, -0.43131643888180277]",14.975213213213214
"[39.45132976517003, -0.38727073056543043]","[39.48836491538589, -0.3803883238181272]",15.062582582582584
"[39.499516734195346, -0.3452901039194459]","[39.45750768115861, -0.3549823350385856]",25.604498498498508
"[39.44340926943598, -0.3916785919471575]","[39.45911393118432, -0.3622815458235993]",12.25165165165165
"[39.473403416792856, -0.3898746633527243]","[39.481020351857964, -0.3374866927521147]",20.94098798798798
"[39.523999918705584, -0.386603767797613]","[39.462252421006674, -0.3980125736693793]",24.963510510510517
"[39.46633779748261, -0.35130412590586707]","[39.4455682783098, -0.33321941237006153]",11.250909909909906
"[39.51255131031595, -0.46471752911220526]","[39.49899650973817, -0.43640341497141716]",11.564546546546543
"[39.48771023823484, -0.35657484269863005]","[39.459335896926284, -0.3789475720420206]",13.786651651651653
"[39.490101339832485, -0.3894108538283964]","[39.47707164686345, -0.4202854236287412]",14.934918918918916
"[39.47017106520286, -0.32810119816850625]","[39.45947143873378, -0.35936413633492525]",12.576390390390392
"[39.50763898129553, -0.4594240823502601]","[39.50583424100064, -0.4060760861074223]",23.30444444444444
"[39.51088395843562, -0.40180059077528535]","[39.49228515116119, -0.3938177752073096]",11.573372372372374
"[39.463199660586675, -0.3602330258697767]","[39.452453529018975, -0.3961925449369109]",12.446573573573575
"[39.52111433642527, -0.46090211191314634]","[39.50349790892483, -0.40679555542978785]",24.0663993993994
"[39.4607547779654, -0.3823682694972188]","[39.49360231059053, -0.3855030075679672]",12.518177177177181
"[39.52343242366321, -0.3869267231260646]","[39.488998376125146, -0.36719662790277313]",15.677159159159153
"[39.49710806351608, -0.38835815983896743]","[39.45617285637705, -0.36745044951444894]",18.843654654654653
"[39.463199660586675, -0.3602330258697767]","[39.4844949347318, -0.4061410048176867]",16.24654354354354
"[39.49823946708699, -0.36920517652212226]","[39.46984860003201, -0.36788644413367644]",12.367312312312313
"[39.506453572676975, -0.41525298927172166]","[39.51190195118457, -0.4436569226039184]",15.749954954954957
"[39.47261012611743, -0.344415131477613]","[39.49371002412276, -0.3559195168227749]",10.132903903903903
"[39.448633258574795, -0.3717663766498211]","[39.458855529572844, -0.400931265236505]",12.34878978978979
"[39.52461285987543, -0.3954367605192747]","[39.489637183332306, -0.391198619870946]",16.16006906906907
"[39.4249603044491, -0.3977414277631702]","[39.46981319144574, -0.3949312582398022]",24.22650450450451
"[39.52608192891437, -0.4654328074225065]","[39.50905643183039, -0.4187075171865734]",21.442732732732736
"[39.432257839855936, -0.4619082086801068]","[39.423444209196454, -0.43444129274881715]",10.6212972972973
"[39.465962712176825, -0.35895163750688486]","[39.45358067010472, -0.38988032371960857]",13.81763663663664
"[39.442917416343114, -0.3980527642402164]","[39.48698504182922, -0.3936578845364158]",19.6608168168168
"[39.46978920703238, -0.3935373454379222]","[39.48054308413183, -0.36678059136021773]",13.11857357357357
"[39.49752705971977, -0.3773372715562935]","[39.45327813644491, -0.3846976766091511]",18.797642642642646
"[39.50304914905475, -0.4167527435064966]","[39.49677439391052, -0.35980211012813534]",23.102756756756754
"[39.46990564858309, -0.37920542869049306]","[39.495683106036225, -0.3494320419179864]",21.013366366366366
"[39.490101339832485, -0.3894108538283964]","[39.45444015477224, -0.39119195379198135]",13.8779009009009
"[39.47726520283211, -0.38520473975488967]","[39.50134375247513, -0.41982094479241866]",15.788876876876877
"[39.45593353392755, -0.3387516902686999]","[39.48389328376311, -0.36277831284378864]",15.352495495495495
"[39.42405787771896, -0.38925086496553624]","[39.497931569338284, -0.3534625220406453]",40.99236936936936
"[39.45891905549127, -0.368850046097276]","[39.515050442566796, -0.3870222160616893]",23.273057057057056
"[39.49402705777361, -0.37030579649984147]","[39.47306958218127, -0.4175266484125262]",17.741249249249254
"[39.527398851460845, -0.38727636939500687]","[39.49834131684856, -0.3877999775569046]",13.91828828828829
"[39.478574969958295, -0.3844491475243075]","[39.416785775721635, -0.39364015625244664]",28.642600600600613
"[39.45149294123795, -0.39005930314516163]","[39.49055296017127, -0.37417548979589554]",16.06843843843843
"[39.46125689684886, -0.36426129920231515]","[39.499769821477656, -0.35017521575849714]",20.883918918918912
"[39.45375612237724, -0.40241766560984815]","[39.422244658200526, -0.39425514548021334]",19.66370270270271
"[39.49847922211805, -0.34399260008064286]","[39.50458052558019, -0.4234682392693216]",44.94388888888893
"[39.416785775721635, -0.39364015625244664]","[39.475437573561095, -0.36884548404982664]",29.52132432432432
